Time,X,Y,Z,Event
5.540,0.896000028,0.048000000,-0.500000000,0
5.550,0.903999984,0.028000001,-0.488000005,0
5.560,0.879999995,0.035999998,-0.463999987,0
5.570,0.888000011,0.048000000,-0.476000011,0
5.580,0.896000028,0.035999998,-0.508000016,0
5.590,0.879999995,0.068000004,-0.500000000,0
5.600,0.847999990,0.119999997,-0.515999973,0
5.610,0.815999985,0.128000006,-0.579999983,0
5.620,0.791999996,0.131999999,-0.592000008,0
5.630,0.772000015,0.100000001,-0.583999991,0
5.640,0.772000015,0.100000001,-0.583999991,0
5.650,0.763999999,0.123999998,-0.551999986,0
5.660,0.796000004,0.112000003,-0.544000030,0
5.670,0.779999971,0.119999997,-0.551999986,0
5.680,0.804000020,0.119999997,-0.572000027,0
5.690,0.800000012,0.119999997,-0.551999986,0
5.700,0.800000012,0.119999997,-0.544000030,0
5.710,0.779999971,0.140000001,-0.583999991,0
5.720,0.796000004,0.123999998,-0.583999991,0
5.730,0.779999971,0.123999998,-0.592000008,0
5.740,0.779999971,0.119999997,-0.639999986,0
5.750,0.772000015,0.131999999,-0.639999986,0
5.760,0.768000007,0.172000006,-0.656000018,0
5.770,0.779999971,0.175999999,-0.639999986,0
5.780,0.804000020,0.140000001,-0.656000018,0
5.790,0.804000020,0.140000001,-0.656000018,0
5.800,0.791999996,0.131999999,-0.656000018,0
5.810,0.800000012,0.108000003,-0.632000029,0
5.820,0.836000025,0.092000000,-0.628000021,0
5.830,0.824000001,0.112000003,-0.583999991,0
5.840,0.815999985,0.151999995,-0.572000027,0
5.850,0.791999996,0.156000003,-0.527999997,0
5.860,0.815999985,0.159999996,-0.560000002,0
5.870,0.776000023,0.156000003,-0.527999997,0
5.880,0.783999979,0.123999998,-0.544000030,0
5.890,0.779999971,0.112000003,-0.544000030,0
5.900,0.779999971,0.136000007,-0.564000010,0
5.910,0.796000004,0.123999998,-0.564000010,0
5.920,0.800000012,0.131999999,-0.519999981,0
5.930,0.783999979,0.088000000,-0.564000010,0
5.940,0.783999979,0.088000000,-0.564000010,0
5.950,0.808000028,0.068000004,-0.544000030,0
5.960,0.927999973,0.075999998,-0.551999986,0
5.970,0.867999971,0.075999998,-0.483999997,0
5.980,0.879999995,0.068000004,-0.444000006,0
5.990,0.864000022,0.075999998,-0.500000000,0
6.000,0.811999977,0.075999998,-0.560000002,0
6.010,0.796000004,0.048000000,-0.551999986,0
6.020,0.796000004,0.028000001,-0.527999997,0
6.030,0.811999977,0.048000000,-0.500000000,0
6.040,0.804000020,0.044000000,-0.519999981,0
6.050,0.783999979,0.048000000,-0.472000003,0
6.060,0.828000009,-0.020000000,-0.527999997,0
6.070,0.843999982,-0.035999998,-0.540000021,0
6.080,0.843999982,-0.035999998,-0.540000021,0
6.090,0.843999982,-0.028000001,-0.568000019,0
6.100,0.832000017,-0.004000000,-0.536000013,0
6.110,0.796000004,0.012000000,-0.488000005,0
6.120,0.804000020,0.012000000,-0.500000000,0
6.130,0.815999985,0.048000000,-0.512000024,0
6.140,0.804000020,0.012000000,-0.551999986,0
6.150,0.779999971,0.039999999,-0.607999980,0
6.160,0.768000007,0.028000001,-0.615999997,0
6.170,0.768000007,0.012000000,-0.643999994,0
6.180,0.791999996,-0.004000000,-0.671999991,0
6.190,0.804000020,-0.008000000,-0.643999994,0
6.200,0.779999971,0.012000000,-0.607999980,0
6.210,0.783999979,-0.004000000,-0.603999972,0
6.220,0.796000004,0.012000000,-0.596000016,0
6.230,0.796000004,0.012000000,-0.596000016,0
6.240,0.791999996,0.024000000,-0.579999983,0
6.250,0.763999999,0.028000001,-0.611999989,0
6.260,0.779999971,0.004000000,-0.564000010,0
6.270,0.779999971,0.004000000,-0.560000002,0
6.280,0.759999990,0.008000000,-0.575999975,0
6.290,0.763999999,0.024000000,-0.624000013,0
6.300,0.731999993,0.028000001,-0.628000021,0
6.310,0.736000001,-0.004000000,-0.643999994,0
6.320,0.751999974,-0.008000000,-0.603999972,0
6.330,0.768000007,0.016000001,-0.575999975,0
6.340,0.779999971,0.012000000,-0.564000010,0
6.350,0.768000007,-0.004000000,-0.555999994,0
6.360,0.768000007,-0.004000000,-0.592000008,0
6.370,0.768000007,-0.004000000,-0.592000008,0
6.380,0.751999974,0.024000000,-0.596000016,0
6.390,0.751999974,0.035999998,-0.611999989,0
6.400,0.748000026,0.012000000,-0.624000013,0
6.410,0.751999974,0.028000001,-0.639999986,0
6.420,0.768000007,0.032000002,-0.615999997,0
6.430,0.768000007,0.024000000,-0.592000008,0
6.440,0.791999996,0.016000001,-0.579999983,0
6.450,0.796000004,0.020000000,-0.564000010,0
6.460,0.768000007,0.044000000,-0.592000008,0
6.470,0.763999999,0.048000000,-0.592000008,0
6.480,0.768000007,0.048000000,-0.583999991,0
6.490,0.779999971,0.028000001,-0.583999991,0
6.500,0.768000007,0.028000001,-0.575999975,0
6.510,0.768000007,0.028000001,-0.592000008,0
6.520,0.768000007,0.028000001,-0.592000008,0
6.530,0.783999979,-0.004000000,-0.551999986,0
6.540,0.779999971,0.016000001,-0.560000002,0
6.550,0.779999971,0.032000002,-0.575999975,0
6.560,0.779999971,0.028000001,-0.564000010,0
6.570,0.796000004,0.028000001,-0.564000010,0
6.580,0.776000023,0.035999998,-0.544000030,0
6.590,0.779999971,0.035999998,-0.575999975,0
6.600,0.751999974,0.052000001,-0.579999983,0
6.610,0.759999990,0.028000001,-0.575999975,0
6.620,0.763999999,0.028000001,-0.568000019,0
6.630,0.783999979,0.044000000,-0.527999997,0
6.640,0.796000004,0.048000000,-0.547999978,0
6.650,0.800000012,0.035999998,-0.551999986,0
6.660,0.800000012,0.035999998,-0.551999986,0
6.670,0.796000004,0.000000000,-0.544000030,0
6.680,0.787999988,0.000000000,-0.575999975,0
6.690,0.804000020,0.048000000,-0.575999975,0
6.700,0.808000028,0.056000002,-0.596000016,0
6.710,0.796000004,0.032000002,-0.600000024,0
6.720,0.791999996,0.024000000,-0.583999991,0
6.730,0.815999985,-0.004000000,-0.575999975,0
6.740,0.800000012,0.016000001,-0.592000008,0
6.750,0.800000012,0.048000000,-0.607999980,0
6.760,0.779999971,0.028000001,-0.564000010,0
6.770,0.796000004,0.028000001,-0.551999986,0
6.780,0.783999979,-0.004000000,-0.540000021,0
6.790,0.815999985,0.016000001,-0.551999986,0
6.800,0.796000004,0.004000000,-0.600000024,0
6.810,0.796000004,0.004000000,-0.600000024,0
6.820,0.796000004,0.028000001,-0.607999980,0
6.830,0.791999996,0.035999998,-0.579999983,0
6.840,0.815999985,0.024000000,-0.540000021,0
6.850,0.828000009,0.024000000,-0.560000002,0
6.860,0.796000004,-0.004000000,-0.544000030,0
6.870,0.791999996,-0.004000000,-0.564000010,0
6.880,0.836000025,0.008000000,-0.512000024,0
6.890,0.828000009,0.004000000,-0.512000024,0
6.900,0.811999977,0.004000000,-0.540000021,0
6.910,0.815999985,0.012000000,-0.519999981,0
6.920,0.811999977,0.024000000,-0.527999997,0
6.930,0.828000009,0.008000000,-0.572000027,0
6.940,0.796000004,0.012000000,-0.575999975,0
6.950,0.796000004,0.012000000,-0.575999975,0
6.960,0.783999979,0.028000001,-0.575999975,0
6.970,0.791999996,0.032000002,-0.564000010,0
6.980,0.828000009,0.016000001,-0.547999978,0
6.990,0.779999971,0.056000002,-0.512000024,0
7.000,0.800000012,0.064000003,-0.508000016,0
7.010,0.796000004,0.035999998,-0.551999986,0
7.020,0.804000020,0.012000000,-0.560000002,0
7.030,0.800000012,-0.004000000,-0.568000019,0
7.040,0.811999977,0.012000000,-0.551999986,0
7.050,0.828000009,0.012000000,-0.544000030,0
7.060,0.824000001,0.024000000,-0.575999975,0
7.070,0.800000012,0.004000000,-0.607999980,0
7.080,0.768000007,-0.004000000,-0.575999975,0
7.090,0.800000012,-0.004000000,-0.579999983,0
7.100,0.800000012,-0.004000000,-0.579999983,0
7.110,0.800000012,0.012000000,-0.568000019,0
7.120,0.800000012,0.024000000,-0.551999986,0
7.130,0.828000009,-0.008000000,-0.500000000,0
7.140,0.832000017,-0.004000000,-0.512000024,0
7.150,0.815999985,0.028000001,-0.544000030,0
7.160,0.824000001,0.016000001,-0.592000008,0
7.170,0.815999985,0.012000000,-0.575999975,0
7.180,0.815999985,-0.004000000,-0.575999975,0
7.190,0.808000028,-0.004000000,-0.575999975,0
7.200,0.815999985,-0.008000000,-0.583999991,0
7.210,0.815999985,0.012000000,-0.592000008,0
7.220,0.796000004,0.024000000,-0.615999997,0
7.230,0.800000012,-0.004000000,-0.592000008,0
7.240,0.815999985,-0.016000001,-0.560000002,0
7.250,0.815999985,-0.016000001,-0.560000002,0
7.260,0.828000009,-0.016000001,-0.515999973,0
7.270,0.828000009,-0.016000001,-0.500000000,0
7.280,0.815999985,-0.008000000,-0.515999973,0
7.290,0.796000004,-0.016000001,-0.519999981,0
7.300,0.800000012,0.012000000,-0.544000030,0
7.310,0.800000012,0.032000002,-0.527999997,0
7.320,0.804000020,-0.016000001,-0.519999981,0
7.330,0.804000020,0.024000000,-0.527999997,0
7.340,0.824000001,0.035999998,-0.540000021,0
7.350,0.828000009,0.028000001,-0.551999986,0
7.360,0.811999977,0.056000002,-0.536000013,0
7.370,0.815999985,0.028000001,-0.527999997,0
7.380,0.832000017,-0.004000000,-0.527999997,0
7.390,0.832000017,-0.004000000,-0.527999997,0
7.400,0.796000004,0.028000001,-0.544000030,0
7.410,0.800000012,0.012000000,-0.551999986,0
7.420,0.815999985,0.052000001,-0.583999991,0
7.430,0.796000004,0.035999998,-0.592000008,0
7.440,0.783999979,0.012000000,-0.579999983,0
7.450,0.783999979,0.016000001,-0.551999986,0
7.460,0.815999985,0.044000000,-0.572000027,0
7.470,0.772000015,0.028000001,-0.575999975,0
7.480,0.800000012,0.028000001,-0.544000030,0
7.490,0.800000012,0.024000000,-0.544000030,0
7.500,0.800000012,0.016000001,-0.512000024,0
7.510,0.828000009,0.012000000,-0.488000005,0
7.520,0.828000009,0.000000000,-0.500000000,0
7.530,0.836000025,0.012000000,-0.527999997,0
7.540,0.836000025,0.012000000,-0.527999997,0
7.550,0.828000009,0.012000000,-0.544000030,0
7.560,0.824000001,0.032000002,-0.527999997,0
7.570,0.843999982,0.004000000,-0.547999978,0
7.580,0.843999982,0.012000000,-0.572000027,0
7.590,0.836000025,0.028000001,-0.575999975,0
7.600,0.828000009,0.012000000,-0.544000030,0
7.610,0.815999985,0.012000000,-0.532000005,0
7.620,0.828000009,-0.004000000,-0.515999973,0
7.630,0.815999985,-0.016000001,-0.508000016,0
7.640,0.811999977,-0.004000000,-0.532000005,0
7.650,0.811999977,0.028000001,-0.551999986,0
7.660,0.815999985,0.024000000,-0.560000002,0
7.670,0.815999985,0.004000000,-0.551999986,0
7.680,0.815999985,0.016000001,-0.575999975,0
7.690,0.815999985,0.016000001,-0.575999975,0
7.700,0.804000020,-0.008000000,-0.592000008,0
7.710,0.779999971,-0.052000001,-0.583999991,0
7.720,0.796000004,-0.032000002,-0.527999997,0
7.730,0.828000009,-0.016000001,-0.519999981,0
7.740,0.828000009,-0.016000001,-0.512000024,0
7.750,0.800000012,-0.028000001,-0.532000005,0
7.760,0.808000028,-0.004000000,-0.551999986,0
7.770,0.804000020,-0.004000000,-0.564000010,0
7.780,0.811999977,-0.008000000,-0.527999997,0
7.790,0.815999985,-0.008000000,-0.479999989,0
7.800,0.828000009,-0.032000002,-0.463999987,0
7.810,0.828000009,0.004000000,-0.483999997,0
7.820,0.843999982,-0.016000001,-0.500000000,0
7.830,0.843999982,-0.016000001,-0.500000000,0
7.840,0.864000022,-0.016000001,-0.527999997,0
7.850,0.824000001,0.004000000,-0.551999986,0
7.860,0.843999982,0.035999998,-0.572000027,0
7.870,0.815999985,0.016000001,-0.568000019,0
7.880,0.815999985,0.035999998,-0.547999978,0
7.890,0.847999990,0.028000001,-0.544000030,0
7.900,0.851999998,0.012000000,-0.519999981,0
7.910,0.843999982,0.028000001,-0.527999997,0
7.920,0.856000006,0.008000000,-0.508000016,0
7.930,0.824000001,-0.004000000,-0.544000030,0
7.940,0.843999982,0.028000001,-0.544000030,0
7.950,0.836000025,0.004000000,-0.547999978,0
7.960,0.847999990,0.024000000,-0.547999978,0
7.970,0.867999971,-0.004000000,-0.544000030,0
7.980,0.867999971,-0.004000000,-0.544000030,0
7.990,0.815999985,-0.008000000,-0.512000024,0
8.000,0.856000006,-0.016000001,-0.500000000,0
8.010,0.847999990,-0.008000000,-0.519999981,0
8.020,0.847999990,-0.032000002,-0.500000000,0
8.030,0.860000014,-0.044000000,-0.467999995,0
8.040,0.864000022,-0.059999999,-0.483999997,0
8.050,0.867999971,-0.052000001,-0.536000013,0
8.060,0.843999982,-0.039999999,-0.515999973,0
8.070,0.804000020,-0.008000000,-0.527999997,0
8.080,0.796000004,-0.016000001,-0.540000021,0
8.090,0.796000004,0.012000000,-0.592000008,0
8.100,0.768000007,0.012000000,-0.643999994,0
8.110,0.716000021,0.048000000,-0.615999997,0
8.120,0.699999988,0.016000001,-0.671999991,0
8.130,0.699999988,0.016000001,-0.671999991,0
8.140,0.667999983,0.068000004,-0.680000007,0
8.150,0.811999977,0.056000002,-0.703999996,0
8.160,0.703999996,0.044000000,-0.656000018,0
8.170,0.720000029,0.044000000,-0.643999994,0
8.180,0.716000021,0.059999999,-0.643999994,0
8.190,0.680000007,0.075999998,-0.680000007,0
8.200,0.607999980,0.075999998,-0.744000018,0
8.210,0.624000013,0.096000001,-0.740000010,0
8.220,0.624000013,0.096000001,-0.720000029,0
8.230,0.611999989,0.108000003,-0.744000018,0
8.240,0.635999978,0.064000003,-0.740000010,0
8.250,0.607999980,0.064000003,-0.740000010,0
8.260,0.611999989,0.048000000,-0.720000029,0
8.270,0.611999989,0.048000000,-0.720000029,0
8.280,0.635999978,0.048000000,-0.736000001,0
8.290,0.652000010,-0.004000000,-0.699999988,0
8.300,0.667999983,-0.052000001,-0.607999980,0
8.310,0.684000015,-0.035999998,-0.607999980,0
8.320,0.684000015,-0.052000001,-0.575999975,0
8.330,0.632000029,-0.004000000,-0.564000010,0
8.340,0.652000010,-0.016000001,-0.575999975,0
8.350,0.643999994,-0.016000001,-0.544000030,0
8.360,0.652000010,-0.032000002,-0.532000005,0
8.370,0.652000010,-0.004000000,-0.527999997,0
8.380,0.624000013,-0.008000000,-0.512000024,0
8.390,0.624000013,-0.012000000,-0.532000005,0
8.400,0.643999994,-0.016000001,-0.532000005,0
8.410,0.688000023,-0.039999999,-0.540000021,0
8.420,0.688000023,-0.039999999,-0.540000021,0
8.430,0.703999996,-0.059999999,-0.544000030,0
8.440,0.736000001,-0.083999999,-0.592000008,0
8.450,0.748000026,-0.096000001,-0.583999991,0
8.460,0.755999982,-0.071999997,-0.628000021,0
8.470,0.751999974,-0.052000001,-0.611999989,0
8.480,0.759999990,-0.052000001,-0.611999989,0
8.490,0.731999993,-0.032000002,-0.639999986,0
8.500,0.720000029,-0.012000000,-0.648000002,0
8.510,0.712000012,-0.032000002,-0.663999975,0
8.520,0.703999996,-0.028000001,-0.639999986,0
8.530,0.684000015,-0.016000001,-0.615999997,0
8.540,0.671999991,-0.028000001,-0.611999989,0
8.550,0.632000029,-0.012000000,-0.583999991,0
8.560,0.632000029,-0.012000000,-0.583999991,0
8.570,0.667999983,-0.052000001,-0.624000013,0
8.580,0.716000021,-0.100000001,-0.639999986,0
8.590,0.703999996,-0.052000001,-0.712000012,0
8.600,0.703999996,-0.052000001,-0.759999990,0
8.610,0.699999988,-0.059999999,-0.819999993,0
8.620,0.667999983,-0.079999998,-0.884000003,0
8.630,0.708000004,-0.064000003,-0.847999990,0
8.640,0.888000011,-0.032000002,-0.744000018,0
8.650,0.963999987,-0.004000000,-0.675999999,0
8.660,0.875999987,-0.016000001,-0.703999996,0
8.670,0.768000007,0.039999999,-0.703999996,0
8.680,0.703999996,0.075999998,-0.628000021,0
8.690,0.652000010,0.092000000,-0.532000005,0
8.700,0.607999980,0.123999998,-0.451999992,0
8.710,0.607999980,0.123999998,-0.451999992,0
8.720,0.588000000,0.096000001,-0.384000003,0
8.730,0.603999972,0.096000001,-0.384000003,0
8.740,0.624000013,0.075999998,-0.435999990,0
8.750,0.643999994,0.068000004,-0.536000013,0
8.760,0.667999983,0.068000004,-0.579999983,0
8.770,0.675999999,0.092000000,-0.628000021,0
8.780,0.695999980,0.048000000,-0.731999993,0
8.790,0.763999999,0.035999998,-0.755999982,0
8.800,0.768000007,0.024000000,-0.772000015,0
8.810,0.796000004,0.032000002,-0.736000001,0
8.820,0.796000004,0.059999999,-0.648000002,0
8.830,0.779999971,0.088000000,-0.579999983,0
8.840,0.720000029,0.075999998,-0.624000013,0
8.850,0.652000010,0.100000001,-0.691999972,0
8.860,0.652000010,0.100000001,-0.691999972,0
8.870,0.572000027,0.159999996,-0.731999993,0
8.880,0.603999972,0.151999995,-0.740000010,0
8.890,0.716000021,0.140000001,-0.680000007,0
8.900,0.839999974,0.096000001,-0.656000018,0
8.910,0.899999976,0.096000001,-0.656000018,0
8.920,0.907999992,0.088000000,-0.720000029,0
8.930,0.896000028,0.059999999,-0.772000015,0
8.940,0.828000009,0.064000003,-0.808000028,0
8.950,0.779999971,0.079999998,-0.808000028,0
8.960,0.736000001,0.128000006,-0.832000017,0
8.970,0.691999972,0.192000002,-0.828000009,0
8.980,0.652000010,0.219999999,-0.740000010,0
8.990,0.607999980,0.203999996,-0.575999975,0
9.000,0.607999980,0.203999996,-0.575999975,0
9.010,0.632000029,0.140000001,-0.615999997,0
9.020,0.588000000,0.123999998,-0.720000029,0
9.030,0.572000027,0.112000003,-0.691999972,0
9.040,0.688000023,0.224000007,-0.500000000,0
9.050,0.748000026,0.224000007,-0.360000014,0
9.060,0.695999980,0.151999995,-0.391999990,0
9.070,0.652000010,0.075999998,-0.416000009,0
9.080,0.620000005,0.064000003,-0.515999973,0
9.090,0.667999983,0.123999998,-0.603999972,0
9.100,0.688000023,0.123999998,-0.607999980,0
9.110,0.652000010,0.131999999,-0.615999997,0
9.120,0.575999975,0.156000003,-0.708000004,0
9.130,0.560000002,0.143999994,-0.755999982,0
9.140,0.540000021,0.143999994,-0.768000007,0
9.150,0.540000021,0.143999994,-0.768000007,0
9.160,0.560000002,0.172000006,-0.899999976,0
9.170,0.544000030,0.184000000,-0.832000017,0
9.180,0.572000027,0.200000003,-0.819999993,0
9.190,0.572000027,0.208000004,-0.839999974,0
9.200,0.572000027,0.219999999,-0.832000017,0
9.210,0.592000008,0.219999999,-0.828000009,0
9.220,0.572000027,0.224000007,-0.768000007,0
9.230,0.536000013,0.216000006,-0.712000012,0
9.240,0.483999997,0.164000005,-0.656000018,0
9.250,0.460000008,0.192000002,-0.632000029,0
9.260,0.460000008,0.175999999,-0.656000018,0
9.270,0.460000008,0.151999995,-0.695999980,0
9.280,0.451999992,0.140000001,-0.708000004,0
9.290,0.451999992,0.140000001,-0.708000004,0
9.300,0.439999998,0.108000003,-0.712000012,0
9.310,0.460000008,0.088000000,-0.708000004,0
9.320,0.476000011,0.075999998,-0.699999988,0
9.330,0.428000003,0.075999998,-0.691999972,0
9.340,0.384000003,0.059999999,-0.671999991,0
9.350,0.384000003,0.059999999,-0.680000007,0
9.360,0.384000003,0.064000003,-0.660000026,0
9.370,0.395999998,0.059999999,-0.632000029,0
9.380,0.395999998,0.048000000,-0.656000018,0
9.390,0.395999998,0.048000000,-0.675999999,0
9.400,0.368000001,0.032000002,-0.656000018,0
9.410,0.356000006,0.059999999,-0.663999975,0
9.420,0.335999995,0.075999998,-0.660000026,0
9.430,0.291999996,0.100000001,-0.708000004,0
9.440,0.291999996,0.100000001,-0.708000004,0
9.450,0.256000012,0.123999998,-0.740000010,0
9.460,0.268000007,0.123999998,-0.755999982,0
9.470,0.272000015,0.119999997,-0.776000023,0
9.480,0.287999988,0.079999998,-0.755999982,0
9.490,0.303999990,0.028000001,-0.736000001,0
9.500,0.316000015,-0.016000001,-0.712000012,0
9.510,0.316000015,0.004000000,-0.744000018,0
9.520,0.272000015,0.028000001,-0.763999999,0
9.530,0.239999995,0.024000000,-0.815999985,0
9.540,0.236000001,-0.008000000,-0.871999979,0
9.550,0.228000000,-0.028000001,-0.944000006,0
9.560,0.192000002,-0.028000001,-0.948000014,0
9.570,0.203999996,-0.048000000,-0.963999987,0
9.580,0.203999996,-0.059999999,-0.927999973,0
9.590,0.203999996,-0.059999999,-0.927999973,0
9.600,0.219999999,-0.039999999,-0.896000028,0
9.610,0.203999996,-0.028000001,-0.931999981,0
9.620,0.203999996,-0.028000001,-0.871999979,0
9.630,0.211999997,-0.032000002,-0.847999990,0
9.640,0.203999996,-0.016000001,-0.836000025,0
9.650,0.208000004,-0.008000000,-0.832000017,0
9.660,0.252000004,0.004000000,-0.832000017,0
9.670,0.303999990,0.024000000,-0.871999979,0
9.680,0.268000007,-0.016000001,-0.839999974,0
9.690,0.216000006,-0.008000000,-0.751999974,0
9.700,0.272000015,0.028000001,-0.699999988,0
9.710,0.268000007,0.012000000,-0.712000012,0
9.720,0.300000012,-0.020000000,-0.671999991,0
9.730,0.300000012,-0.020000000,-0.671999991,0
9.740,0.256000012,-0.064000003,-0.671999991,0
9.750,0.252000004,-0.068000004,-0.656000018,0
9.760,0.263999999,-0.079999998,-0.656000018,0
9.770,0.247999996,-0.100000001,-0.656000018,0
9.780,0.280000001,-0.104000002,-0.656000018,0
9.790,0.291999996,-0.159999996,-0.671999991,0
9.800,0.300000012,-0.164000005,-0.675999999,0
9.810,0.303999990,-0.167999998,-0.723999977,0
9.820,0.316000015,-0.159999996,-0.783999979,0
9.830,0.356000006,-0.136000007,-0.864000022,0
9.840,0.384000003,-0.112000003,-0.935999990,0
9.850,0.388000011,-0.052000001,-0.976000011,0
9.860,0.388000011,0.004000000,-1.016000032,0
9.870,0.280000001,0.068000004,-1.019999981,0
9.880,0.280000001,0.068000004,-1.019999981,0
9.890,0.268000007,0.075999998,-0.899999976,0
9.900,0.395999998,0.096000001,-0.783999979,0
9.910,0.635999978,0.136000007,-0.731999993,0
9.920,0.684000015,0.172000006,-0.648000002,0
9.930,0.607999980,0.151999995,-0.596000016,0
9.940,0.560000002,0.056000002,-0.583999991,0
9.950,0.527999997,0.016000001,-0.611999989,0
9.960,0.560000002,0.035999998,-0.615999997,0
9.970,0.540000021,0.048000000,-0.592000008,0
9.980,0.523999989,0.059999999,-0.607999980,0
9.990,0.504000008,0.048000000,-0.680000007,0
10.000,0.472000003,0.079999998,-0.708000004,0
10.010,0.444000006,0.064000003,-0.772000015,0
10.020,0.444000006,0.064000003,-0.772000015,0
10.030,0.432000011,0.096000001,-0.800000012,0
10.040,0.448000014,0.104000002,-0.832000017,0
10.050,0.523999989,0.115999997,-0.819999993,0
10.060,0.555999994,0.140000001,-0.800000012,0
10.070,0.572000027,0.131999999,-0.800000012,0
10.080,0.572000027,0.136000007,-0.776000023,0
10.090,0.603999972,0.140000001,-0.808000028,0
10.100,0.596000016,0.156000003,-0.851999998,0
10.110,0.579999983,0.159999996,-0.832000017,0
10.120,0.607999980,0.156000003,-0.791999996,0
10.130,0.639999986,0.143999994,-0.740000010,0
10.140,0.684000015,0.175999999,-0.708000004,0
10.150,0.688000023,0.119999997,-0.723999977,0
10.160,0.667999983,0.123999998,-0.691999972,0
10.170,0.667999983,0.123999998,-0.691999972,0
10.180,0.688000023,0.159999996,-0.744000018,0
10.190,0.703999996,0.259999990,-0.736000001,0
10.200,0.656000018,0.123999998,-0.720000029,0
10.210,0.635999978,0.112000003,-0.712000012,0
10.220,0.592000008,0.112000003,-0.708000004,0
10.230,0.583999991,0.092000000,-0.712000012,0
10.240,0.603999972,0.079999998,-0.712000012,0
10.250,0.607999980,0.075999998,-0.708000004,0
10.260,0.607999980,0.096000001,-0.671999991,0
10.270,0.632000029,0.100000001,-0.643999994,0
10.280,0.632000029,0.108000003,-0.643999994,0
10.290,0.639999986,0.112000003,-0.691999972,0
10.300,0.643999994,0.112000003,-0.663999975,0
10.310,0.620000005,0.123999998,-0.671999991,0
10.320,0.620000005,0.123999998,-0.671999991,0
10.330,0.635999978,0.123999998,-0.708000004,0
10.340,0.572000027,0.112000003,-0.703999996,0
10.350,0.656000018,0.123999998,-0.712000012,0
10.360,0.635999978,0.140000001,-0.708000004,0
10.370,0.643999994,0.140000001,-0.740000010,0
10.380,0.639999986,0.123999998,-0.736000001,0
10.390,0.632000029,0.156000003,-0.712000012,0
10.400,0.635999978,0.140000001,-0.720000029,0
10.410,0.643999994,0.175999999,-0.695999980,0
10.420,0.639999986,0.140000001,-0.680000007,0
10.430,0.656000018,0.112000003,-0.656000018,0
10.440,0.643999994,0.131999999,-0.667999983,0
10.450,0.652000010,0.140000001,-0.656000018,0
10.460,0.652000010,0.140000001,-0.656000018,0
10.470,0.652000010,0.112000003,-0.648000002,0
10.480,0.671999991,0.112000003,-0.628000021,0
10.490,0.671999991,0.123999998,-0.648000002,0
10.500,0.632000029,0.156000003,-0.656000018,0
10.510,0.652000010,0.159999996,-0.648000002,0
10.520,0.663999975,0.156000003,-0.656000018,0
10.530,0.652000010,0.151999995,-0.712000012,0
10.540,0.635999978,0.164000005,-0.691999972,0
10.550,0.663999975,0.184000000,-0.675999999,0
10.560,0.656000018,0.151999995,-0.667999983,0
10.570,0.667999983,0.187999994,-0.671999991,0
10.580,0.652000010,0.192000002,-0.703999996,0
10.590,0.632000029,0.175999999,-0.663999975,0
10.600,0.635999978,0.172000006,-0.656000018,0
10.610,0.635999978,0.172000006,-0.656000018,0
10.620,0.639999986,0.187999994,-0.691999972,0
10.630,0.624000013,0.187999994,-0.667999983,0
10.640,0.607999980,0.195999995,-0.671999991,0
10.650,0.603999972,0.195999995,-0.680000007,0
10.660,0.600000024,0.208000004,-0.699999988,0
10.670,0.592000008,0.192000002,-0.691999972,0
10.680,0.603999972,0.224000007,-0.720000029,0
10.690,0.624000013,0.224000007,-0.703999996,0
10.700,0.635999978,0.219999999,-0.708000004,0
10.710,0.632000029,0.228000000,-0.688000023,0
10.720,0.643999994,0.216000006,-0.671999991,0
10.730,0.667999983,0.203999996,-0.671999991,0
10.740,0.667999983,0.195999995,-0.663999975,0
10.750,0.635999978,0.187999994,-0.691999972,0
10.760,0.635999978,0.187999994,-0.691999972,0
10.770,0.635999978,0.184000000,-0.656000018,0
10.780,0.635999978,0.192000002,-0.656000018,0
10.790,0.667999983,0.192000002,-0.660000026,0
10.800,0.671999991,0.208000004,-0.680000007,0
10.810,0.643999994,0.203999996,-0.691999972,0
10.820,0.684000015,0.203999996,-0.691999972,0
10.830,0.652000010,0.239999995,-0.712000012,0
10.840,0.632000029,0.228000000,-0.699999988,0
10.850,0.639999986,0.224000007,-0.688000023,0
10.860,0.667999983,0.208000004,-0.712000012,0
10.870,0.663999975,0.187999994,-0.671999991,0
10.880,0.656000018,0.187999994,-0.671999991,0
10.890,0.675999999,0.192000002,-0.680000007,0
10.900,0.675999999,0.192000002,-0.680000007,0
10.910,0.671999991,0.219999999,-0.656000018,0
10.920,0.635999978,0.184000000,-0.675999999,0
10.930,0.635999978,0.195999995,-0.691999972,0
10.940,0.624000013,0.216000006,-0.699999988,0
10.950,0.624000013,0.203999996,-0.688000023,0
10.960,0.635999978,0.203999996,-0.675999999,0
10.970,0.611999989,0.195999995,-0.691999972,0
10.980,0.652000010,0.192000002,-0.699999988,0
10.990,0.635999978,0.156000003,-0.688000023,0
11.000,0.643999994,0.175999999,-0.656000018,0
11.010,0.656000018,0.219999999,-0.708000004,0
11.020,0.635999978,0.203999996,-0.751999974,0
11.030,0.607999980,0.195999995,-0.660000026,0
11.040,0.639999986,0.192000002,-0.660000026,0
11.050,0.639999986,0.192000002,-0.660000026,0
11.060,0.639999986,0.192000002,-0.703999996,0
11.070,0.639999986,0.192000002,-0.703999996,0
